DATAFLOW,LAST UPDATE,freq,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EE,2016,1.04,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EE,2017,1.04,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EE,2018,1.07,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EE,2019,1.13,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,ES,2012,0.65,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,ES,2013,0.63,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,ES,2014,0.62,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,ES,2015,0.61,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,ES,2016,0.59,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,ES,2017,0.58,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,ES,2018,0.59,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,ES,2019,0.59,p
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EU27_2020,2012,,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EU27_2020,2013,,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EU27_2020,2014,0.67,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EU27_2020,2015,0.65,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EU27_2020,2017,0.64,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EU27_2020,2018,0.65,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EU27_2020,2019,0.66,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EU28,2017,0.57,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EU28,2018,0.59,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,EU28,2019,0.60,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FI,2012,1.13,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FI,2013,1.11,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FI,2014,1.11,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FI,2015,1.11,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FI,2016,1.10,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FI,2017,1.03,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FI,2018,1.08,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FI,2019,1.13,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FR,2012,0.65,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FR,2013,0.70,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FR,2014,0.70,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FR,2015,0.70,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FR,2016,0.69,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FR,2017,0.70,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FR,2018,0.69,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,FR,2019,0.67,p
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,HR,2016,0.52,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,HR,2017,0.54,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,HR,2018,0.55,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,HR,2019,0.56,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,HU,2014,0.81,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,HU,2015,0.81,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,HU,2016,0.81,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,HU,2017,0.74,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,HU,2018,0.71,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,HU,2019,0.70,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IE,2013,0.11,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IE,2014,0.10,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IE,2015,0.07,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IE,2016,0.12,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IE,2017,0.15,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IE,2018,0.16,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IE,2019,0.17,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IS,2012,1.53,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IS,2013,1.44,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IS,2014,1.54,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IS,2015,1.49,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IS,2016,1.43,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IS,2017,1.50,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IS,2018,1.57,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IS,2019,1.58,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IT,2012,0.45,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IT,2013,0.45,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IT,2014,0.46,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IT,2015,0.48,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IT,2016,0.44,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IT,2017,0.47,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IT,2018,0.48,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,IT,2019,0.49,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LT,2012,0.63,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LT,2013,2.15,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LT,2014,0.62,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LT,2015,0.67,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LT,2016,0.75,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LT,2017,0.76,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LT,2018,0.86,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LT,2019,0.87,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LU,2012,0.65,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LU,2013,0.53,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LU,2014,0.57,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LU,2015,0.57,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LU,2016,0.47,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LU,2017,0.48,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LU,2018,0.48,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LU,2019,0.52,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LV,2012,1.13,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LV,2013,0.82,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LV,2014,0.86,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LV,2015,0.81,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LV,2016,0.80,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LV,2017,0.82,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,LV,2018,0.76,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,MT,2012,0.41,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,MT,2013,0.43,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,MT,2014,0.40,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,MT,2015,0.37,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,MT,2016,0.37,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,MT,2017,0.34,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,MT,2018,0.35,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,MT,2019,0.37,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NL,2012,0.41,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NL,2013,0.38,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NL,2014,0.37,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NL,2015,0.36,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NL,2016,0.35,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NL,2017,0.34,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NL,2018,0.35,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NL,2019,0.35,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NO,2012,1.42,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NO,2013,1.43,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NO,2014,1.37,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NO,2015,1.41,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NO,2016,1.46,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NO,2017,1.44,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NO,2018,1.39,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,NO,2019,1.45,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PL,2012,0.56,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PL,2013,0.59,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PL,2014,0.61,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PL,2015,0.61,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PL,2016,0.64,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PL,2017,0.67,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PL,2018,0.70,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PL,2019,0.73,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PT,2012,0.39,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PT,2013,0.42,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PT,2014,0.42,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,PT,2015,0.39,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,RO,2014,0.36,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,RO,2015,0.36,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,RO,2016,0.33,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,RO,2017,0.34,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,RO,2018,0.36,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,RO,2019,0.41,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,RS,2013,0.06,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,RS,2014,0.06,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,RS,2015,0.07,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,RS,2017,0.06,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SE,2012,1.85,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SE,2013,1.84,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SE,2014,1.84,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SE,2015,1.83,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SE,2016,1.83,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SE,2017,1.72,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SE,2018,1.73,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SE,2019,1.70,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SI,2012,1.00,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SI,2013,0.97,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SI,2014,1.00,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SI,2015,0.86,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SI,2016,0.81,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SI,2017,0.82,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SI,2018,0.80,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SI,2019,0.80,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SK,2013,0.44,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SK,2014,0.49,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SK,2015,0.49,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SK,2016,0.50,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SK,2017,0.53,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,SK,2018,0.55,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,TR,2012,0.24,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,TR,2013,0.20,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,TR,2014,0.19,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,TR,2015,0.20,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,TR,2016,0.25,d
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,UK,2012,0.38,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,UK,2013,0.33,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,UK,2014,0.23,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,UK,2015,0.28,b
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,UK,2016,0.23,
ESTAT:EDUC_UOE_FINE06(1.0),05/08/22 23:00:00,A,PC_GDP,ED0,UK,2017,0.25,
